AU1Variation;AU11Variation;AU21Variation;AU22Variation;AU4Variation;AU51Variation;AU52Variation;AU61Variation;AU62Variation;AU91Variation;AU92Variation;AU10Variation;AU12Variation;AU151Variation;AU152Variation;AU17Variation;AU20Variation;AU23Variation;AU24Variation;AU25Variation;AU26Variation;AU27Variation
-3.8180771955188035;-3.9159005459785767;-4.288385351817318;-4.470712993434653;-9.0;-1.0;-3.04987562112089;-1.0;-3.04987562112089;-7.540703243744574;-8.184667178289047;0.09502310972898798;3.02499609497022;-4.290787072554572;-6.146791617197671;-2.0;6.0357029044876;3.02499609497022;-1.904976890271012;8.055385138137417;4.020406038742763;4.020406038742763
-1.8727536494302832;-2.5672908307386564;-3.583121436966124;-3.0700490687202873;-3.977284454454761;-2.0;-0.9972640372129007;-2.0;-0.9972640372129007;-4.979587828267668;-6.597947515075688;2.9737024095595537;-5.991936008290018;1.1695816339089546;0.5342107577135948;-1.0390841342373989;0.13012778957543247;-5.991936008290018;-3.993001212067538;0.0;-0.9447181425649376;-0.9447181425649376
-0.6522394818719341;-1.0304363608660871;-4.398873942517483;-3.552303189913097;-5.098666775671246;-1.0;-0.9667036216270919;-1.0;-0.9667036216270919;-1.8453793605820437;-4.193538982093116;-5.990499663255731;2.9987215005708237;-2.7191636763098614;-0.3949761326024941;-1.9628748316655518;1.9908147155488294;2.9987215005708237;4.019223662515376;0.41421356237309515;0.17521006347125478;0.17521006347125478
-2.1999128833791985;-1.4514039714317093;0.0;-0.4987658176945544;-0.9977090492485488;1.9960899875534945;1.9889809659669453;1.9960899875534945;1.9889809659669453;-2.999820804593;-1.8355574668041186;-0.9971631205511713;8.030284022805901;-6.126863125528814;-6.898785245682149;-16.905152423508298;0.0;8.030284022805901;-15.926025645031928;-8.0;-16.920046129936523;-16.920046129936523
-2.4041679879667086;-3.6595931291972903;-6.842290424854156;-3.5247698732134722;-6.062110310200016;-1.0;0.0;-1.0;0.0;-4.529031957981346;-3.9008469064430784;-1.4037525215194897;0.9352924295433809;-4.594961395561604;-7.161413833095196;-12.8205275609876;8.056192230703452;0.9352924295433809;-11.052595180880893;-5.082762530298219;-5.032134688193622;-5.032134688193622
-5.8095244143689975;-7.060569397127743;-12.153602374797131;-9.763759833541663;-7.995479040874525;-4.0;-1.9960899875534945;-4.0;-1.9960899875534945;-11.996815294642175;-12.448458167839789;-2.017236257093817;-6.017396157374449;-2.723663731939382;0.1770260179357379;1.9910721402382165;-5.999106012778306;-6.017396157374449;4.0;13.0;-4.012668076402136;-4.012668076402136
-5.827030496712428;-8.680917413306197;-12.046617526141887;-8.202402273522566;-16.297477636232326;-6.917237469701781;-8.029386365926403;-6.917237469701781;-8.029386365926403;-13.519232958027658;-16.539032997425878;1.7989671293885543;-20.136831315066715;1.2610046441317024;-1.4419105401232741;-2.2304391906253187;0.703227574584659;-20.136831315066715;-4.0560763663402675;2.0;-1.5361663278004016;-1.5361663278004016
-2.899889336027922;-1.4196896272458126;-2.5949911069992737;-2.9368575771760064;-5.909191622502938;0.0;0.0;0.0;0.0;-7.0784916013713115;-5.530901989212836;-3.020824298928627;-10.088848193518302;-2.392515291420935;-1.3366497878269854;-8.998070953463511;2.837766669559187;-10.088848193518302;-6.047154841054592;1.0;-6.12512548800413;-6.12512548800413
-6.966132726083938;-6.14917532630691;-6.358826266188245;-6.431167375091775;-5.0178514522438;-2.0;-0.9981668240450041;-2.0;-0.9981668240450041;-12.494718825780481;-11.77378276742499;-1.7457594996177193;-3.9997416271202866;-9.098910504100822;-5.065657440328792;-19.824526165102036;22.05485969764375;-3.9997416271202866;-18.0;1.2360679774997898;2.187045342638285;2.187045342638285
-6.250690872147125;-5.5990802788846885;-0.8421317436303539;-1.2814100448242698;-1.9906904966137233;-9.900980486407216;-10.021728866442675;-9.900980486407216;-10.021728866442675;-5.97619384959998;-6.3966561929471055;-2.0;-2.99775402498382;-6.95540421883188;-5.806352372764316;-13.917778234158213;11.998897212201229;-2.99775402498382;-11.776914200583413;0.41421356237309515;-1.9694530194376654;-1.9694530194376654
